employee_name,product_name,category,date,subtotal,tax_amount,total_amount,payment_method,discount_amount,promo_name,quantity,price_per_unit
Bob,Redbull,Drinks,2025-01-10 00:35:28,6.0,0.38,6.38,Card,0.0,,3,2.0
Frank,Jalapeno Hot Dog,Hot Foods,2025-01-10 00:21:47,12.0,0.75,12.75,Cash,0.0,,4,3.0
Frank,Cinnamon Swirl,Donut,2025-01-10 00:21:47,1.0,0.06,1.06,Cash,0.0,,1,1.0
Frank,Strawberry,Donut,2025-01-10 00:21:47,1.0,0.06,1.06,Cash,0.0,,1,1.0
Frank,Donut Odyssey,Donut,2025-01-10 10:30:20,2.0,0.12,2.12,Card,2.0,BOGO,4,1.0
Frank,Blueberry Donut Hole,Donut,2025-01-10 10:30:20,2.0,0.12,2.12,Card,1.0,BOGO,3,1.0
Frank,Diet Coke,Drinks,2025-01-10 08:28:46,4.0,0.25,4.25,Cash,0.0,,2,2.0
Frank,Croissant Hot Dog,Hot Foods,2025-01-10 08:28:46,9.0,0.56,9.56,Cash,0.0,,3,3.0
Frank,Sprite,Drinks,2025-01-10 08:28:46,4.0,0.25,4.25,Cash,0.0,,2,2.0
Frank,Starbucks Mocha,Drinks,2025-01-10 08:28:46,2.0,0.12,2.12,Cash,0.0,,1,2.0
Hannah,Coffee,Drinks,2025-01-10 21:13:48,2.0,0.12,2.12,Card,0.0,,1,2.0
Frank,Redbull,Drinks,2025-01-10 12:37:48,2.0,0.12,2.12,Card,0.0,,1,2.0
Frank,Boston Creme,Donut,2025-01-10 12:37:48,1.0,0.06,1.06,Card,0.0,,1,1.0
Frank,Frosted Donut Sprinkle,Donut,2025-01-10 12:37:48,1.0,0.06,1.06,Card,0.0,,1,1.0
Frank,Sprite,Drinks,2025-01-10 12:37:48,2.0,0.12,2.12,Card,0.0,,1,2.0
Charlie,Ham and Cheese,Hot Foods,2025-01-10 05:30:15,12.0,0.75,12.75,Card,0.0,,4,3.0
Frank,Tropicana,Drinks,2025-01-10 09:23:09,4.0,0.25,4.25,Cash,0.0,,2,2.0
Charlie,Jalapeno Hot Dog,Hot Foods,2025-01-10 19:33:48,3.0,0.19,3.19,Card,0.0,,1,3.0
Charlie,Glaze Donut Hole,Donut,2025-01-10 19:33:48,1.0,0.06,1.06,Card,0.0,,1,1.0
Charlie,Jalapeno Hot Dog,Hot Foods,2025-01-10 19:33:48,6.0,0.38,6.38,Card,0.0,,2,3.0
Charlie,Donut Odyssey,Donut,2025-01-10 19:33:48,1.0,0.06,1.06,Card,0.0,,1,1.0
Hannah,Cinnamon Swirl,Donut,2025-01-10 23:04:55,3.0,0.19,3.19,Cash,0.0,,3,1.0
Hannah,Croissant Hot Dog,Hot Foods,2025-01-10 23:04:55,6.0,0.38,6.38,Cash,0.0,,2,3.0
Hannah,Redbull,Drinks,2025-01-10 23:04:55,2.0,0.12,2.12,Cash,0.0,,1,2.0
Grace,Chocolate,Donut,2025-01-10 22:29:59,1.0,0.06,1.06,Card,0.0,,1,1.0
Grace,Ham and Cheese,Hot Foods,2025-01-10 22:29:59,3.0,0.19,3.19,Card,0.0,,1,3.0
Alice,Daring Donut,Donut,2025-01-10 16:27:07,1.0,0.06,1.06,Card,0.0,,1,1.0
Alice,Chocolate Donut Hole,Donut,2025-01-10 16:27:07,1.0,0.06,1.06,Card,0.0,,1,1.0
Alice,Coke,Drinks,2025-01-10 16:27:07,4.0,0.25,4.25,Card,0.0,,2,2.0
Alice,Frosted Donut Sprinkle,Donut,2025-01-10 16:27:07,2.0,0.12,2.12,Card,0.0,,2,1.0
Bob,Small Hot Dog,Hot Foods,2025-01-10 00:03:38,6.0,0.38,6.38,Card,6.0,WINTER SPECIAL,4,3.0
Bob,Boston Creme,Donut,2025-01-10 00:03:38,0.5,0.03,0.53,Card,0.5,WINTER SPECIAL,1,1.0
Charlie,Daring Donut,Donut,2025-01-10 12:54:55,4.0,0.25,4.25,Card,0.0,,4,1.0
Charlie,Sprite,Drinks,2025-01-10 12:54:55,4.0,0.25,4.25,Card,0.0,,2,2.0
Alice,Croissant Hot Dog,Hot Foods,2025-01-10 11:00:41,3.0,0.19,3.19,Card,0.0,,1,3.0
Alice,Frosted Donut,Donut,2025-01-10 09:50:15,1.0,0.06,1.06,Card,0.0,,1,1.0
Alice,Starbucks Caramel,Drinks,2025-01-10 09:50:15,4.0,0.25,4.25,Card,0.0,,2,2.0
Bob,Diet Coke,Drinks,2025-01-10 23:08:12,6.0,0.38,6.38,Card,0.0,BOGO,3,2.0
Bob,Daring Donut,Donut,2025-01-10 23:08:12,1.0,0.06,1.06,Card,0.0,BOGO,1,1.0
Charlie,Redbull,Drinks,2025-01-10 14:21:10,6.0,0.38,6.38,Cash,0.0,,3,2.0
Grace,Starbucks Caramel,Drinks,2025-01-10 19:07:41,2.0,0.12,2.12,Card,2.0,WINTER SPECIAL,2,2.0
Grace,Glaze Donut Hole,Donut,2025-01-10 19:07:41,1.5,0.09,1.59,Card,1.5,WINTER SPECIAL,3,1.0
Grace,Sprite,Drinks,2025-01-10 19:07:41,2.0,0.12,2.12,Card,2.0,WINTER SPECIAL,2,2.0
Grace,Croissant Hot Dog,Hot Foods,2025-01-10 19:07:41,6.0,0.38,6.38,Card,6.0,WINTER SPECIAL,4,3.0
Grace,Sprite,Drinks,2025-01-10 19:07:41,2.0,0.12,2.12,Card,2.0,WINTER SPECIAL,2,2.0
Charlie,Small Hot Dog,Hot Foods,2025-01-10 08:41:28,3.0,0.19,3.19,Card,3.0,BOGO,2,3.0
Alice,Ham and Cheese,Hot Foods,2025-01-10 19:02:22,12.0,0.75,12.75,Card,0.0,,4,3.0
Alice,Blueberry Donut Hole,Donut,2025-01-10 19:02:22,4.0,0.25,4.25,Card,0.0,,4,1.0
Alice,Donut Odyssey,Donut,2025-01-10 19:02:22,1.0,0.06,1.06,Card,0.0,,1,1.0
Bob,Cinnamon Swirl,Donut,2025-01-10 04:44:56,2.0,0.12,2.12,Card,2.0,WINTER SPECIAL,4,1.0
Grace,Glaze,Donut,2025-01-10 23:45:34,3.0,0.19,3.19,Card,0.0,,3,1.0
Grace,Jalapeno Hot Dog,Hot Foods,2025-01-10 23:45:34,3.0,0.19,3.19,Card,0.0,,1,3.0
Grace,Daring Donut,Donut,2025-01-10 23:45:34,4.0,0.25,4.25,Card,0.0,,4,1.0
Grace,Ham and Cheese,Hot Foods,2025-01-10 23:45:34,9.0,0.56,9.56,Card,0.0,,3,3.0
Grace,Chocolate,Donut,2025-01-10 23:45:34,4.0,0.25,4.25,Card,0.0,,4,1.0
Bob,Blueberry Donut Hole,Donut,2025-01-10 07:31:56,4.0,0.25,4.25,Card,0.0,,4,1.0
Bob,Jalapeno Hot Dog,Hot Foods,2025-01-10 07:31:56,12.0,0.75,12.75,Card,0.0,,4,3.0
Bob,Tropicana,Drinks,2025-01-10 07:31:56,4.0,0.25,4.25,Card,0.0,,2,2.0
Bob,Starbucks Caramel,Drinks,2025-01-10 07:31:56,2.0,0.12,2.12,Card,0.0,,1,2.0
Charlie,Chocolate,Donut,2025-01-10 09:15:03,3.0,0.19,3.19,Cash,0.0,,3,1.0
Charlie,Blueberry,Donut,2025-01-10 09:15:03,4.0,0.25,4.25,Cash,0.0,,4,1.0
Charlie,Starbucks Caramel,Drinks,2025-01-10 09:15:03,2.0,0.12,2.12,Cash,0.0,,1,2.0
Hannah,Ham and Cheese,Hot Foods,2025-01-10 15:18:20,12.0,0.75,12.75,Card,0.0,,4,3.0
Frank,Daring Donut,Donut,2025-01-10 12:07:15,4.0,0.25,4.25,Cash,0.0,,4,1.0
Frank,Cinnamon Swirl,Donut,2025-01-10 12:07:15,2.0,0.12,2.12,Cash,0.0,,2,1.0
Grace,Chocolate Donut Hole,Donut,2025-01-10 08:54:04,1.0,0.06,1.06,Cash,0.0,,1,1.0
Grace,Biscuits,Hot Foods,2025-01-10 08:54:04,9.0,0.56,9.56,Cash,0.0,,3,3.0
Grace,Chocolate Sprinkle,Donut,2025-01-10 08:54:04,2.0,0.12,2.12,Cash,0.0,,2,1.0
Bob,Croissant Hot Dog,Hot Foods,2025-01-10 07:02:57,6.0,0.38,6.38,Card,3.0,BOGO,3,3.0
Hannah,Blueberry,Donut,2025-01-10 17:49:52,3.0,0.19,3.19,Cash,0.0,,3,1.0
Frank,Coke,Drinks,2025-01-10 15:15:46,6.0,0.38,6.38,Card,0.0,BOGO,3,2.0
Grace,Tropicana,Drinks,2025-01-10 15:24:31,8.0,0.5,8.5,Card,0.0,,4,2.0
Grace,Sprite,Drinks,2025-01-10 15:24:31,2.0,0.12,2.12,Card,0.0,,1,2.0
Grace,Coffee,Drinks,2025-01-10 15:24:31,2.0,0.12,2.12,Card,0.0,,1,2.0
Alice,Frosted Donut Sprinkle,Donut,2025-01-10 12:07:55,1.0,0.06,1.06,Card,0.0,,1,1.0
Alice,Strawberry,Donut,2025-01-10 12:07:55,1.0,0.06,1.06,Card,0.0,,1,1.0
Alice,Tropicana,Drinks,2025-01-10 12:07:55,4.0,0.25,4.25,Card,0.0,,2,2.0
Alice,Chocolate Donut Hole,Donut,2025-01-10 12:07:55,2.0,0.12,2.12,Card,0.0,,2,1.0
Alice,Coke,Drinks,2025-01-10 12:07:55,8.0,0.5,8.5,Card,0.0,,4,2.0
Grace,Frosted Donut,Donut,2025-01-10 11:08:40,4.0,0.25,4.25,Cash,0.0,,4,1.0
Grace,Small Hot Dog,Hot Foods,2025-01-10 11:08:40,3.0,0.19,3.19,Cash,0.0,,1,3.0
Charlie,Biscuits,Hot Foods,2025-01-10 16:55:33,9.0,0.56,9.56,Cash,0.0,,3,3.0
Charlie,Chocolate Sprinkle,Donut,2025-01-10 16:55:33,2.0,0.12,2.12,Cash,0.0,,2,1.0
Charlie,Coffee,Drinks,2025-01-10 16:55:33,4.0,0.25,4.25,Cash,0.0,,2,2.0
Bob,Frosted Donut Sprinkle,Donut,2025-01-10 12:22:26,2.0,0.12,2.12,Card,0.0,,2,1.0
Bob,Boston Creme,Donut,2025-01-10 12:22:26,3.0,0.19,3.19,Card,0.0,,3,1.0
Hannah,Jalapeno Hot Dog,Hot Foods,2025-01-10 04:21:16,12.0,0.75,12.75,Card,0.0,,4,3.0
Hannah,Donut Odyssey,Donut,2025-01-10 04:21:16,4.0,0.25,4.25,Card,0.0,,4,1.0
Hannah,Redbull,Drinks,2025-01-10 04:21:16,4.0,0.25,4.25,Card,0.0,,2,2.0
Hannah,Blueberry Donut Hole,Donut,2025-01-10 04:21:16,1.0,0.06,1.06,Card,0.0,,1,1.0
Bob,Chocolate,Donut,2025-01-10 21:42:12,1.0,0.06,1.06,Cash,0.0,BOGO,1,1.0
Bob,Coffee,Drinks,2025-01-10 21:42:12,2.0,0.12,2.12,Cash,0.0,BOGO,1,2.0
Bob,Glaze Donut Hole,Donut,2025-01-10 21:42:12,2.0,0.12,2.12,Cash,1.0,BOGO,3,1.0
Hannah,Chocolate Donut Hole,Donut,2025-01-10 08:58:06,1.0,0.06,1.06,Card,1.0,BOGO,2,1.0
Hannah,Sprite,Drinks,2025-01-10 08:58:06,2.0,0.12,2.12,Card,0.0,BOGO,1,2.0
Hannah,Croissant Hot Dog,Hot Foods,2025-01-10 08:58:06,6.0,0.38,6.38,Card,3.0,BOGO,3,3.0
Hannah,Redbull,Drinks,2025-01-10 08:58:06,8.0,0.5,8.5,Card,0.0,BOGO,4,2.0
Hannah,Starbucks Caramel,Drinks,2025-01-10 08:58:06,2.0,0.12,2.12,Card,0.0,BOGO,1,2.0
Bob,Glaze Donut Hole,Donut,2025-01-10 01:09:15,1.0,0.06,1.06,Card,0.0,,1,1.0
Bob,Chocolate Sprinkle,Donut,2025-01-10 01:09:15,3.0,0.19,3.19,Card,0.0,,3,1.0
Bob,Diet Coke,Drinks,2025-01-10 01:09:15,4.0,0.25,4.25,Card,0.0,,2,2.0
Bob,Starbucks Caramel,Drinks,2025-01-10 01:09:15,8.0,0.5,8.5,Card,0.0,,4,2.0
Bob,Diet Coke,Drinks,2025-01-10 01:09:15,6.0,0.38,6.38,Card,0.0,,3,2.0
Charlie,Coffee,Drinks,2025-01-10 17:55:35,2.0,0.12,2.12,Cash,0.0,,1,2.0
Charlie,Starbucks Mocha,Drinks,2025-01-10 17:55:35,2.0,0.12,2.12,Cash,0.0,,1,2.0
Charlie,Coke,Drinks,2025-01-10 00:22:39,6.0,0.38,6.38,Card,0.0,,3,2.0
Charlie,Coffee,Drinks,2025-01-10 00:22:39,8.0,0.5,8.5,Card,0.0,,4,2.0
Charlie,Coke,Drinks,2025-01-10 00:22:39,6.0,0.38,6.38,Card,0.0,,3,2.0
Bob,Diet Coke,Drinks,2025-01-10 06:17:10,2.0,0.12,2.12,Card,0.0,BOGO,1,2.0
Bob,Coke,Drinks,2025-01-10 06:17:10,2.0,0.12,2.12,Card,0.0,BOGO,1,2.0
Bob,Cinnamon Swirl,Donut,2025-01-10 06:17:10,1.0,0.06,1.06,Card,1.0,BOGO,2,1.0
Grace,Biscuits,Hot Foods,2025-01-10 18:02:35,9.0,0.56,9.56,Cash,0.0,,3,3.0
Grace,Donut Odyssey,Donut,2025-01-10 18:02:35,1.0,0.06,1.06,Cash,0.0,,1,1.0
Grace,Boston Creme,Donut,2025-01-10 18:02:35,2.0,0.12,2.12,Cash,0.0,,2,1.0
Hannah,Glaze,Donut,2025-01-10 15:35:32,1.0,0.06,1.06,Card,1.0,WINTER SPECIAL,2,1.0
Hannah,Chocolate Sprinkle,Donut,2025-01-10 15:35:32,1.5,0.09,1.59,Card,1.5,WINTER SPECIAL,3,1.0
Hannah,Frosted Donut,Donut,2025-01-10 15:35:32,1.5,0.09,1.59,Card,1.5,WINTER SPECIAL,3,1.0
Hannah,Glaze Donut Hole,Donut,2025-01-10 15:35:32,1.0,0.06,1.06,Card,1.0,WINTER SPECIAL,2,1.0
Grace,Cinnamon Swirl,Donut,2025-01-10 07:03:38,1.0,0.06,1.06,Card,1.0,BOGO,2,1.0
Grace,Chocolate Donut Hole,Donut,2025-01-10 07:03:38,2.0,0.12,2.12,Card,1.0,BOGO,3,1.0
Grace,Glaze Donut Hole,Donut,2025-01-10 07:03:38,2.0,0.12,2.12,Card,1.0,BOGO,3,1.0
Grace,Cinnamon Swirl,Donut,2025-01-10 07:03:38,2.0,0.12,2.12,Card,1.0,BOGO,3,1.0
Alice,Jalapeno Hot Dog,Hot Foods,2025-01-10 08:52:12,9.0,0.56,9.56,Card,0.0,,3,3.0
Alice,Donut Odyssey,Donut,2025-01-10 08:52:12,1.0,0.06,1.06,Card,0.0,,1,1.0
Alice,Glaze Donut Hole,Donut,2025-01-10 08:52:12,3.0,0.19,3.19,Card,0.0,,3,1.0
Alice,Blueberry,Donut,2025-01-10 08:52:12,3.0,0.19,3.19,Card,0.0,,3,1.0
Grace,Boston Creme,Donut,2025-01-10 05:25:01,2.0,0.12,2.12,Card,2.0,BOGO,4,1.0
Grace,Coffee,Drinks,2025-01-10 05:25:01,6.0,0.38,6.38,Card,0.0,BOGO,3,2.0
Grace,Chocolate Donut Hole,Donut,2025-01-10 05:25:01,1.0,0.06,1.06,Card,0.0,BOGO,1,1.0
Grace,Coffee,Drinks,2025-01-10 05:25:01,8.0,0.5,8.5,Card,0.0,BOGO,4,2.0
Grace,Biscuits,Hot Foods,2025-01-10 05:25:01,6.0,0.38,6.38,Card,6.0,BOGO,4,3.0
Bob,Frosted Donut Sprinkle,Donut,2025-01-10 21:47:28,2.0,0.12,2.12,Card,1.0,BOGO,3,1.0
Bob,Boston Creme,Donut,2025-01-10 21:47:28,1.0,0.06,1.06,Card,0.0,BOGO,1,1.0
Hannah,Chocolate Donut Hole,Donut,2025-01-10 22:50:42,2.0,0.12,2.12,Card,2.0,BOGO,4,1.0
Hannah,Diet Coke,Drinks,2025-01-10 22:50:42,2.0,0.12,2.12,Card,0.0,BOGO,1,2.0
Hannah,Jalapeno Hot Dog,Hot Foods,2025-01-10 22:50:42,3.0,0.19,3.19,Card,3.0,BOGO,2,3.0
Hannah,Coffee,Drinks,2025-01-10 22:50:42,4.0,0.25,4.25,Card,0.0,BOGO,2,2.0
Grace,Biscuits,Hot Foods,2025-01-10 15:30:05,6.0,0.38,6.38,Cash,6.0,BOGO,4,3.0
Grace,Boston Creme,Donut,2025-01-10 15:30:05,2.0,0.12,2.12,Cash,2.0,BOGO,4,1.0
Grace,Glaze,Donut,2025-01-10 15:30:05,1.0,0.06,1.06,Cash,1.0,BOGO,2,1.0
Grace,Boston Creme,Donut,2025-01-10 15:30:05,2.0,0.12,2.12,Cash,2.0,BOGO,4,1.0
Grace,Chocolate,Donut,2025-01-10 15:30:05,2.0,0.12,2.12,Cash,2.0,BOGO,4,1.0
Charlie,Frosted Donut Sprinkle,Donut,2025-01-10 11:36:55,2.0,0.12,2.12,Cash,0.0,,2,1.0
Charlie,Chocolate Sprinkle,Donut,2025-01-10 11:36:55,1.0,0.06,1.06,Cash,0.0,,1,1.0
Charlie,Glaze Donut Hole,Donut,2025-01-10 01:24:51,4.0,0.25,4.25,Card,0.0,,4,1.0
Charlie,Redbull,Drinks,2025-01-10 01:24:51,2.0,0.12,2.12,Card,0.0,,1,2.0
Charlie,Glaze,Donut,2025-01-10 01:24:51,4.0,0.25,4.25,Card,0.0,,4,1.0
Charlie,Small Hot Dog,Hot Foods,2025-01-10 01:24:51,3.0,0.19,3.19,Card,0.0,,1,3.0
Bob,Strawberry,Donut,2025-01-10 03:40:27,1.0,0.06,1.06,Card,0.0,,1,1.0
Alice,Chocolate,Donut,2025-01-10 17:05:17,0.5,0.03,0.53,Card,0.5,WINTER SPECIAL,1,1.0
Alice,Strawberry,Donut,2025-01-10 17:05:17,1.5,0.09,1.59,Card,1.5,WINTER SPECIAL,3,1.0
Alice,Sprite,Drinks,2025-01-10 17:05:17,3.0,0.19,3.19,Card,3.0,WINTER SPECIAL,3,2.0
Alice,Glaze,Donut,2025-01-10 17:05:17,2.0,0.12,2.12,Card,2.0,WINTER SPECIAL,4,1.0
Hannah,Blueberry Donut Hole,Donut,2025-01-10 06:16:49,2.0,0.12,2.12,Card,0.0,,2,1.0
Hannah,Cinnamon Swirl,Donut,2025-01-10 06:16:49,2.0,0.12,2.12,Card,0.0,,2,1.0
Hannah,Sprite,Drinks,2025-01-10 06:16:49,2.0,0.12,2.12,Card,0.0,,1,2.0
Alice,Starbucks Mocha,Drinks,2025-01-10 21:00:28,6.0,0.38,6.38,Card,0.0,BOGO,3,2.0
Alice,Boston Creme,Donut,2025-01-10 21:00:28,1.0,0.06,1.06,Card,0.0,BOGO,1,1.0
Alice,Redbull,Drinks,2025-01-10 21:00:28,6.0,0.38,6.38,Card,0.0,BOGO,3,2.0
Alice,Boston Creme,Donut,2025-01-10 21:00:28,1.0,0.06,1.06,Card,1.0,BOGO,2,1.0
Alice,Tropicana,Drinks,2025-01-10 21:00:28,6.0,0.38,6.38,Card,0.0,BOGO,3,2.0
Charlie,Diet Coke,Drinks,2025-01-10 12:12:09,8.0,0.5,8.5,Card,0.0,BOGO,4,2.0
Charlie,Chocolate,Donut,2025-01-10 12:12:09,2.0,0.12,2.12,Card,2.0,BOGO,4,1.0
Charlie,Boston Creme,Donut,2025-01-10 14:39:06,1.0,0.06,1.06,Cash,0.0,,1,1.0
Charlie,Croissant Hot Dog,Hot Foods,2025-01-10 14:39:06,3.0,0.19,3.19,Cash,0.0,,1,3.0
Charlie,Blueberry Donut Hole,Donut,2025-01-10 14:39:06,3.0,0.19,3.19,Cash,0.0,,3,1.0
Hannah,Glaze Donut Hole,Donut,2025-01-10 18:59:32,1.0,0.06,1.06,Card,0.0,,1,1.0
Hannah,Small Hot Dog,Hot Foods,2025-01-10 18:59:32,9.0,0.56,9.56,Card,0.0,,3,3.0
Hannah,Chocolate Sprinkle,Donut,2025-01-10 18:59:32,4.0,0.25,4.25,Card,0.0,,4,1.0
Hannah,Frosted Donut Sprinkle,Donut,2025-01-10 18:59:32,2.0,0.12,2.12,Card,0.0,,2,1.0
Charlie,Glaze Donut Hole,Donut,2025-01-10 05:54:56,2.0,0.12,2.12,Card,1.0,BOGO,3,1.0
Charlie,Frosted Donut,Donut,2025-01-10 05:54:56,2.0,0.12,2.12,Card,2.0,BOGO,4,1.0
Charlie,Daring Donut,Donut,2025-01-10 05:54:56,1.0,0.06,1.06,Card,0.0,BOGO,1,1.0
Charlie,Small Hot Dog,Hot Foods,2025-01-10 05:54:56,3.0,0.19,3.19,Card,0.0,BOGO,1,3.0
Charlie,Coffee,Drinks,2025-01-10 09:12:46,8.0,0.5,8.5,Card,0.0,,4,2.0
Charlie,Diet Coke,Drinks,2025-01-10 09:12:46,4.0,0.25,4.25,Card,0.0,,2,2.0
Charlie,Jalapeno Hot Dog,Hot Foods,2025-01-10 09:12:46,6.0,0.38,6.38,Card,0.0,,2,3.0
Charlie,Biscuits,Hot Foods,2025-01-10 09:12:46,12.0,0.75,12.75,Card,0.0,,4,3.0
Frank,Tropicana,Drinks,2025-01-10 02:25:56,2.0,0.12,2.12,Card,0.0,,1,2.0
Bob,Frosted Donut Sprinkle,Donut,2025-01-10 23:30:36,1.0,0.06,1.06,Card,0.0,,1,1.0
Bob,Starbucks Mocha,Drinks,2025-01-10 23:30:36,6.0,0.38,6.38,Card,0.0,,3,2.0
Bob,Chocolate Donut Hole,Donut,2025-01-10 23:30:36,3.0,0.19,3.19,Card,0.0,,3,1.0
Frank,Chocolate Sprinkle,Donut,2025-01-10 17:16:33,4.0,0.25,4.25,Card,0.0,,4,1.0
Frank,Donut Odyssey,Donut,2025-01-10 17:16:33,3.0,0.19,3.19,Card,0.0,,3,1.0
Charlie,Tropicana,Drinks,2025-01-10 10:43:56,2.0,0.12,2.12,Card,2.0,WINTER SPECIAL,2,2.0
Charlie,Chocolate Sprinkle,Donut,2025-01-10 10:43:56,1.5,0.09,1.59,Card,1.5,WINTER SPECIAL,3,1.0
Charlie,Donut Odyssey,Donut,2025-01-10 10:43:56,2.0,0.12,2.12,Card,2.0,WINTER SPECIAL,4,1.0
Charlie,Coke,Drinks,2025-01-10 10:43:56,2.0,0.12,2.12,Card,2.0,WINTER SPECIAL,2,2.0
Frank,Small Hot Dog,Hot Foods,2025-01-10 05:52:46,12.0,0.75,12.75,Card,0.0,,4,3.0
Charlie,Chocolate Sprinkle,Donut,2025-01-10 16:13:40,1.0,0.06,1.06,Card,1.0,WINTER SPECIAL,2,1.0
Charlie,Jalapeno Hot Dog,Hot Foods,2025-01-10 16:13:40,6.0,0.38,6.38,Card,6.0,WINTER SPECIAL,4,3.0
Charlie,Jalapeno Hot Dog,Hot Foods,2025-01-10 16:13:40,4.5,0.28,4.78,Card,4.5,WINTER SPECIAL,3,3.0
Bob,Coke,Drinks,2025-01-10 12:50:53,2.0,0.12,2.12,Card,2.0,WINTER SPECIAL,2,2.0
Bob,Small Hot Dog,Hot Foods,2025-01-10 12:50:53,3.0,0.19,3.19,Card,3.0,WINTER SPECIAL,2,3.0
Hannah,Donut Odyssey,Donut,2025-01-10 08:06:14,2.0,0.12,2.12,Card,0.0,,2,1.0
Hannah,Frosted Donut Sprinkle,Donut,2025-01-10 08:06:14,2.0,0.12,2.12,Card,0.0,,2,1.0
Hannah,Coffee,Drinks,2025-01-10 08:06:14,8.0,0.5,8.5,Card,0.0,,4,2.0
Hannah,Blueberry Donut Hole,Donut,2025-01-10 08:06:14,3.0,0.19,3.19,Card,0.0,,3,1.0
Charlie,Jalapeno Hot Dog,Hot Foods,2025-01-10 12:39:40,6.0,0.38,6.38,Card,6.0,WINTER SPECIAL,4,3.0
Charlie,Chocolate,Donut,2025-01-10 12:39:40,1.0,0.06,1.06,Card,1.0,WINTER SPECIAL,2,1.0
Charlie,Diet Coke,Drinks,2025-01-10 12:39:40,1.0,0.06,1.06,Card,1.0,WINTER SPECIAL,1,2.0
Hannah,Chocolate Sprinkle,Donut,2025-01-10 23:43:56,1.0,0.06,1.06,Cash,1.0,WINTER SPECIAL,2,1.0
Hannah,Glaze Donut Hole,Donut,2025-01-10 23:43:56,2.0,0.12,2.12,Cash,2.0,WINTER SPECIAL,4,1.0
Hannah,Coffee,Drinks,2025-01-10 23:43:56,3.0,0.19,3.19,Cash,3.0,WINTER SPECIAL,3,2.0
Hannah,Coffee,Drinks,2025-01-10 23:43:56,1.0,0.06,1.06,Cash,1.0,WINTER SPECIAL,1,2.0
Alice,Boston Creme,Donut,2025-01-10 06:49:07,1.0,0.06,1.06,Card,0.0,BOGO,1,1.0
Alice,Frosted Donut Sprinkle,Donut,2025-01-10 06:49:07,1.0,0.06,1.06,Card,1.0,BOGO,2,1.0
Alice,Chocolate Donut Hole,Donut,2025-01-10 06:49:07,2.0,0.12,2.12,Card,1.0,BOGO,3,1.0
Bob,Blueberry Donut Hole,Donut,2025-01-10 13:28:49,2.0,0.12,2.12,Card,0.0,,2,1.0
Bob,Frosted Donut Sprinkle,Donut,2025-01-10 13:28:49,2.0,0.12,2.12,Card,0.0,,2,1.0
Bob,Sprite,Drinks,2025-01-10 13:28:49,4.0,0.25,4.25,Card,0.0,,2,2.0
Bob,Chocolate,Donut,2025-01-10 13:28:49,3.0,0.19,3.19,Card,0.0,,3,1.0
Grace,Sprite,Drinks,2025-01-10 16:23:27,8.0,0.5,8.5,Card,0.0,,4,2.0
Grace,Blueberry,Donut,2025-01-10 16:23:27,3.0,0.19,3.19,Card,0.0,,3,1.0
Grace,Redbull,Drinks,2025-01-10 16:23:27,6.0,0.38,6.38,Card,0.0,,3,2.0
Charlie,Small Hot Dog,Hot Foods,2025-01-10 17:46:36,12.0,0.75,12.75,Card,0.0,,4,3.0
Grace,Donut Odyssey,Donut,2025-01-10 12:53:34,4.0,0.25,4.25,Cash,0.0,,4,1.0
Grace,Tropicana,Drinks,2025-01-10 12:53:34,6.0,0.38,6.38,Cash,0.0,,3,2.0
Grace,Chocolate Sprinkle,Donut,2025-01-10 12:53:34,1.0,0.06,1.06,Cash,0.0,,1,1.0
Grace,Chocolate Donut Hole,Donut,2025-01-10 12:53:34,4.0,0.25,4.25,Cash,0.0,,4,1.0
Hannah,Blueberry Donut Hole,Donut,2025-01-10 02:41:32,3.0,0.19,3.19,Card,0.0,,3,1.0
Hannah,Sprite,Drinks,2025-01-10 02:41:32,8.0,0.5,8.5,Card,0.0,,4,2.0
Hannah,Daring Donut,Donut,2025-01-10 02:41:32,1.0,0.06,1.06,Card,0.0,,1,1.0
Alice,Croissant Hot Dog,Hot Foods,2025-01-10 18:28:23,6.0,0.38,6.38,Cash,6.0,BOGO,4,3.0
Bob,Ham and Cheese,Hot Foods,2025-01-10 10:55:37,1.5,0.09,1.59,Card,1.5,WINTER SPECIAL,1,3.0
Bob,Boston Creme,Donut,2025-01-10 10:55:37,0.5,0.03,0.53,Card,0.5,WINTER SPECIAL,1,1.0
Bob,Small Hot Dog,Hot Foods,2025-01-10 10:55:37,6.0,0.38,6.38,Card,6.0,WINTER SPECIAL,4,3.0
Frank,Biscuits,Hot Foods,2025-01-10 08:28:25,3.0,0.19,3.19,Card,0.0,,1,3.0
Frank,Chocolate Donut Hole,Donut,2025-01-10 08:28:25,3.0,0.19,3.19,Card,0.0,,3,1.0
Frank,Glaze Donut Hole,Donut,2025-01-10 08:28:25,4.0,0.25,4.25,Card,0.0,,4,1.0
Frank,Daring Donut,Donut,2025-01-10 08:28:25,3.0,0.19,3.19,Card,0.0,,3,1.0
Frank,Coke,Drinks,2025-01-10 08:28:25,8.0,0.5,8.5,Card,0.0,,4,2.0
Frank,Strawberry,Donut,2025-01-10 21:19:54,2.0,0.12,2.12,Card,0.0,,2,1.0
Frank,Croissant Hot Dog,Hot Foods,2025-01-10 21:19:54,9.0,0.56,9.56,Card,0.0,,3,3.0
